Date_Time,KCQT
2023-10-03 01:47:00,METAR KCQT 030847Z AUTO 00000KT 10SM CLR 17/14 A2998 RMK AO2 SLP151  T01720144 53001
2023-10-03 02:47:00,KCQT 030947Z AUTO 00000KT 10SM CLR 17/14 A2997 RMK AO2 SLP148  T01670144
2023-10-03 03:47:00,METAR KCQT 031047Z AUTO 00000KT 10SM CLR 16/14 A2995 RMK AO2 SLP142  T01610139
2023-10-03 04:47:00,METAR KCQT 031147Z AUTO 00000KT 10SM CLR 16/13 A2995 RMK AO2 SLP140  T01610133 10172 20161 56011
2023-10-03 05:47:00,METAR KCQT 031247Z AUTO 00000KT 10SM CLR 16/13 A2995 RMK AO2 SLP140  T01560128
2023-10-03 07:47:00,METAR KCQT 031447Z AUTO 00000KT 10SM CLR 17/12 A2998 RMK AO2 SLP149  T01720122 53009
2023-10-03 08:47:00,METAR KCQT 031547Z AUTO 00000KT 10SM CLR 20/12 A2999 RMK AO2 SLP152  T02000122
2023-10-03 09:47:00,METAR KCQT 031647Z AUTO 00000KT 10SM CLR 23/11 A2998 RMK AO2 SLP150  T02330106
2023-10-03 10:47:00,KCQT 031747Z AUTO 00000KT 10SM CLR 26/10 A2997 RMK AO2 SLP147  T02560100 10256 20156 58001
2023-10-03 11:47:00,METAR KCQT 031847Z AUTO 00000KT 10SM CLR 27/11 A2995 RMK AO2 SLP140  T02670106
2023-10-03 12:47:00,METAR KCQT 031947Z AUTO VRB03KT 10SM CLR 27/11 A2994 RMK AO2 SLP134  T02720111
2023-10-03 13:47:00,METAR KCQT 032047Z AUTO VRB03KT 10SM CLR 27/13 A2991 RMK AO2 SLP127  T02670128 58020
2023-10-03 14:47:00,METAR KCQT 032147Z AUTO 27004KT 10SM CLR 27/13 A2990 RMK AO2 SLP121  T02670128
2023-10-03 15:47:00,KCQT 032247Z AUTO 10SM CLR 25/13 A2989 RMK AO2 SLP119  T02500133
2023-10-03 16:47:00,KCQT 032347Z AUTO 10SM CLR 24/12 A2988 RMK AO2 SLP115 T02440122  10278 20244 56012
2023-10-03 17:47:00,METAR KCQT 040047Z AUTO 25003KT 10SM CLR 23/14 A2988 RMK AO2 SLP116  T02280139
2023-10-03 18:47:00,METAR KCQT 040147Z AUTO VRB03KT 10SM CLR 21/16 A2988 RMK AO2 SLP117  T02110156
2023-10-03 19:47:00,METAR KCQT 040247Z AUTO 00000KT 10SM CLR 20/16 A2989 RMK AO2 SLP118  T02000161 53002
2023-10-03 20:47:00,KCQT 040347Z AUTO 00000KT 10SM CLR 19/16 A2990 RMK AO2 SLP122  T01940161
2023-10-03 21:47:00,METAR KCQT 040447Z AUTO 00000KT 9SM CLR 19/17 A2989 RMK AO2 SLP119  T01940167
2023-10-03 22:47:00,METAR KCQT 040547Z AUTO 00000KT 10SM CLR 19/17 A2990 RMK AO2 SLP122  T01940167 10244 20189 51005
2023-10-03 23:47:00,METAR KCQT 040647Z AUTO 00000KT 10SM CLR 19/16 A2991 RMK AO2 SLP126  T01890161
2023-10-04 00:47:00,METAR KCQT 040747Z AUTO 00000KT 10SM CLR 19/15 A2991 RMK AO2 SLP126  T01890150 402780156
2023-10-04 01:47:00,METAR KCQT 040847Z AUTO 00000KT 10SM CLR 18/16 A2991 RMK AO2 SLP127  T01830156 51005
2023-10-04 02:47:00,METAR KCQT 040947Z AUTO 00000KT 10SM CLR 18/15 A2991 RMK AO2 SLP124  T01780150
2023-10-04 03:47:00,METAR KCQT 041047Z AUTO 00000KT 10SM CLR 17/15 A2990 RMK AO2 SLP123  T01720150
2023-10-04 04:47:00,METAR KCQT 041147Z AUTO 00000KT 10SM CLR 17/14 A2991 RMK AO2 SLP125  T01720144 10194 20167 55002
2023-10-04 05:47:00,KCQT 041247Z AUTO 00000KT 10SM CLR 17/13 A2991 RMK AO2 SLP127  T01670133
2023-10-04 06:47:00,METAR KCQT 041347Z AUTO 36003KT 10SM CLR 18/11 A2992 RMK AO2 SLP129  T01780106
2023-10-04 07:47:00,METAR KCQT 041447Z AUTO VRB03KT 10SM CLR 19/10 A2992 RMK AO2 SLP131  T01940100 53004
2023-10-04 08:47:00,METAR KCQT 041547Z AUTO 00000KT 10SM CLR 23/11 A2993 RMK AO2 SLP131  T02280111
2023-10-04 09:47:00,KCQT 041647Z AUTO 00000KT 10SM CLR 26/12 A2993 RMK AO2 SLP132  T02610117
2023-10-04 10:47:00,KCQT 041747Z AUTO 00000KT 10SM CLR 29/11 A2992 RMK AO2 SLP129  T02890111 10289 20167 58001
2023-10-04 11:47:00,METAR KCQT 041847Z AUTO 00000KT 10SM CLR 29/12 A2991 RMK AO2 SLP125  T02890122
2023-10-04 12:47:00,METAR KCQT 041947Z AUTO 00000KT 10SM CLR 29/12 A2990 RMK AO2 SLP123  T02890122
2023-10-04 13:47:00,METAR KCQT 042047Z AUTO 25003KT 10SM CLR 29/12 A2988 RMK AO2 SLP116  T02940117 58012
2023-10-04 14:47:00,METAR KCQT 042147Z AUTO VRB03KT 10SM CLR 30/11 A2986 RMK AO2 SLP109  T03000106
2023-10-04 15:47:00,METAR KCQT 042247Z AUTO 28006KT 10SM CLR 30/10 A2985 RMK AO2 SLP107  T03000100
2023-10-04 16:47:00,METAR KCQT 042347Z AUTO 27005KT 10SM CLR 28/10 A2985 RMK AO2 SLP105  T02830100 10300 20283 56012
2023-10-04 17:47:00,METAR KCQT 050047Z AUTO 26005KT 10SM CLR 27/10 A2986 RMK AO2 SLP107  T02720100
2023-10-04 18:47:00,METAR KCQT 050147Z AUTO 27004KT 10SM CLR 24/12 A2986 RMK AO2 SLP110  T02440117
2023-10-04 19:47:00,METAR KCQT 050247Z AUTO 00000KT 10SM CLR 23/13 A2987 RMK AO2 SLP113  T02280128 53009
2023-10-04 20:47:00,METAR KCQT 050347Z AUTO 00000KT 10SM CLR 22/13 A2989 RMK AO2 SLP120  T02170133
2023-10-04 21:47:00,METAR KCQT 050447Z AUTO 00000KT 10SM CLR 22/13 A2991 RMK AO2 SLP125  T02170133
2023-10-04 22:47:00,KCQT 050547Z AUTO 00000KT 10SM CLR 22/14 A2992 RMK AO2 SLP128  T02170139 10283 20217 51016
2023-10-04 23:47:00,KCQT 050647Z AUTO 00000KT 10SM CLR 21/14 A2992 RMK AO2 SLP128  T02060139
2023-10-05 00:47:00,METAR KCQT 050747Z AUTO 00000KT 10SM CLR 20/14 A2992 RMK AO2 SLP130  T02000139 403000167
2023-10-05 01:47:00,METAR KCQT 050847Z AUTO 00000KT 10SM CLR 20/14 A2993 RMK AO2 SLP131  T02000139 53003
2023-10-05 02:47:00,KCQT 050947Z AUTO 00000KT 10SM CLR 19/13 A2993 RMK AO2 SLP131  T01940133
2023-10-05 03:47:00,KCQT 051047Z AUTO 13003KT 10SM CLR 20/13 A2993 RMK AO2 SLP132  T02000128
2023-10-05 04:47:00,KCQT 051147Z AUTO 00000KT 10SM CLR 20/13 A2994 RMK AO2 SLP136  T02000128 10217 20189 53004
2023-10-05 05:47:00,METAR KCQT 051247Z AUTO 00000KT 10SM CLR 18/13 A2994 RMK AO2 SLP138  T01830128
2023-10-05 06:47:00,METAR KCQT 051347Z AUTO 00000KT 9SM CLR 18/13 A2995 RMK AO2 SLP139  T01830128
2023-10-05 07:28:00,SPECI KCQT 051428Z AUTO 00000KT 1 3/4SM HZ CLR 19/13 A2996 RMK AO2 T01890133 $
2023-10-05 07:38:00,KCQT 051438Z AUTO 00000KT 3SM HZ CLR 19/13 A2996 RMK AO2 T01940133
2023-10-05 07:47:00,METAR KCQT 051447Z AUTO 00000KT 7SM CLR 21/13 A2997 RMK AO2 SLP144  T02060128 53008
2023-10-05 08:47:00,METAR KCQT 051547Z AUTO 00000KT 10SM CLR 25/11 A2997 RMK AO2 SLP147  T02500106
2023-10-05 09:47:00,METAR KCQT 051647Z AUTO 00000KT 10SM CLR 29/11 A2998 RMK AO2 SLP147  T02940106
2023-10-05 10:47:00,METAR KCQT 051747Z AUTO 00000KT 10SM CLR 33/07 A2997 RMK AO2 SLP145  T03280072 10328 20183 50002
2023-10-05 11:47:00,METAR KCQT 051847Z AUTO 00000KT 10SM CLR 34/06 A2996 RMK AO2 SLP140  T03390056
2023-10-05 12:47:00,KCQT 051947Z AUTO 27005KT 10SM CLR 34/07 A2993 RMK AO2 SLP132  T03390067
2023-10-05 13:47:00,KCQT 052047Z AUTO 25003KT 10SM CLR 34/08 A2991 RMK AO2 SLP123  T03440078 58021
2023-10-05 14:47:00,METAR KCQT 052147Z AUTO 25003KT 10SM CLR 33/12 A2990 RMK AO2 SLP121  T03280117
2023-10-05 15:47:00,KCQT 052247Z AUTO VRB04KT 10SM CLR 30/13 A2989 RMK AO2 SLP119  T03000133
2023-10-05 16:47:00,METAR KCQT 052347Z AUTO 26005KT 10SM CLR 29/13 A2989 RMK AO2 SLP118  T02940128 10356 20294 56006
2023-10-05 17:47:00,METAR KCQT 060047Z AUTO 00000KT 10SM CLR 27/12 A2990 RMK AO2 SLP121  T02720122
2023-10-05 18:47:00,METAR KCQT 060147Z AUTO 26005KT 10SM CLR 26/12 A2990 RMK AO2 SLP124  T02560117
2023-10-05 19:47:00,KCQT 060247Z AUTO 00000KT 10SM CLR 23/14 A2991 RMK AO2 SLP127  T02330139 53008
2023-10-05 20:47:00,METAR KCQT 060347Z AUTO 00000KT 10SM CLR 23/14 A2992 RMK AO2 SLP129  T02280139
2023-10-05 21:47:00,METAR KCQT 060447Z AUTO 14004KT 10SM CLR 23/13 A2994 RMK AO2 SLP134  T02280133
2023-10-05 22:47:00,METAR KCQT 060547Z AUTO 00000KT 10SM CLR 22/14 A2995 RMK AO2 SLP140  T02220139 10300 20222 53014
2023-10-05 23:47:00,METAR KCQT 060647Z AUTO 00000KT 10SM CLR 22/14 A2995 RMK AO2 SLP138  T02170139
2023-10-06 00:47:00,KCQT 060747Z AUTO 00000KT 10SM CLR 21/14 A2994 RMK AO2 SLP134  T02060139 403560183
2023-10-06 01:47:00,METAR KCQT 060847Z AUTO 00000KT 10SM CLR 21/14 A2994 RMK AO2 SLP133  T02060139 56006
2023-10-06 02:47:00,METAR KCQT 060947Z AUTO 00000KT 10SM CLR 20/14 A2992 RMK AO2 SLP129  T02000139
2023-10-06 03:47:00,METAR KCQT 061047Z AUTO 00000KT 10SM CLR 19/14 A2991 RMK AO2 SLP126  T01940139
2023-10-06 04:47:00,METAR KCQT 061147Z AUTO 00000KT 10SM CLR 19/13 A2992 RMK AO2 SLP127  T01890133 10222 20189 55007
2023-10-06 05:47:00,METAR KCQT 061247Z AUTO 00000KT 10SM CLR 18/13 A2991 RMK AO2 SLP124  T01830133
2023-10-06 06:47:00,METAR KCQT 061347Z AUTO 00000KT 10SM CLR 18/14 A2991 RMK AO2 SLP126  T01830139
2023-10-06 07:47:00,METAR KCQT 061447Z AUTO 00000KT 9SM CLR 19/15 A2992 RMK AO2 SLP128  T01940150 53000
2023-10-06 08:47:00,METAR KCQT 061547Z AUTO 00000KT 10SM CLR 23/16 A2992 RMK AO2 SLP129  T02330156
2023-10-06 09:47:00,METAR KCQT 061647Z AUTO 00000KT 10SM CLR 29/09 A2991 RMK AO2 SLP126  T02890089
2023-10-06 10:47:00,KCQT 061747Z AUTO 00000KT 10SM CLR 32/08 A2991 RMK AO2 SLP124  T03220078 10322 20178 58002
2023-10-06 11:47:00,KCQT 061847Z AUTO 00000KT 10SM CLR 32/08 A2990 RMK AO2 SLP120  T03220078
2023-10-06 12:47:00,METAR KCQT 061947Z AUTO VRB03KT 10SM CLR 33/13 A2988 RMK AO2 SLP115  T03330133
2023-10-06 13:47:00,METAR KCQT 062047Z AUTO 25003KT 10SM CLR 32/12 A2986 RMK AO2 SLP108  T03220122 58016
2023-10-06 14:47:00,METAR KCQT 062147Z AUTO VRB03KT 10SM CLR 32/12 A2985 RMK AO2 SLP104  T03170122
2023-10-06 15:47:00,METAR KCQT 062247Z AUTO 28005KT 10SM CLR 31/11 A2984 RMK AO2 SLP101  T03060111
2023-10-06 16:47:00,METAR KCQT 062347Z AUTO 25003KT 10SM CLR 30/11 A2984 RMK AO2 SLP101  T03000111 10339 20300 56008
2023-10-06 17:47:00,METAR KCQT 070047Z AUTO VRB03KT 10SM CLR 28/11 A2984 RMK AO2 SLP101  T02830111
2023-10-06 18:47:00,KCQT 070147Z AUTO 00000KT 10SM CLR 27/10 A2984 RMK AO2 SLP102  T02670100
2023-10-06 19:47:00,METAR KCQT 070247Z AUTO 00000KT 10SM CLR 24/12 A2985 RMK AO2 SLP106  T02440122 53004
2023-10-06 20:47:00,METAR KCQT 070347Z AUTO 00000KT 10SM CLR 23/14 A2985 RMK AO2 SLP107  T02280139
2023-10-06 21:47:00,METAR KCQT 070447Z AUTO 00000KT 10SM CLR 23/14 A2986 RMK AO2 SLP107  T02280139
2023-10-06 22:47:00,METAR KCQT 070547Z AUTO 00000KT 10SM CLR 22/14 A2988 RMK AO2 SLP114  T02220144 10300 20217 53009
2023-10-06 23:47:00,METAR KCQT 070647Z AUTO 00000KT 10SM CLR 22/14 A2988 RMK AO2 SLP114  T02220139
2023-10-07 00:47:00,METAR KCQT 070747Z AUTO 00000KT 10SM CLR 22/14 A2987 RMK AO2 SLP111  T02170144 403390178
2023-10-07 01:47:00,METAR KCQT 070847Z AUTO 00000KT 10SM CLR 21/14 A2987 RMK AO2 SLP110  T02060144 58004
2023-10-07 02:47:00,METAR KCQT 070947Z AUTO 00000KT 10SM CLR 20/14 A2986 RMK AO2 SLP107  T02000144
2023-10-07 03:47:00,METAR KCQT 071047Z AUTO 00000KT 10SM CLR 19/15 A2986 RMK AO2 SLP108  T01940150
2023-10-07 04:47:00,METAR KCQT 071147Z AUTO 00000KT 10SM CLR 19/15 A2986 RMK AO2 SLP109  T01940150 10228 20189 55001
2023-10-07 05:47:00,METAR KCQT 071247Z AUTO 00000KT 10SM CLR 18/14 A2987 RMK AO2 SLP113  T01830144
2023-10-07 06:47:00,METAR KCQT 071347Z AUTO 00000KT 9SM CLR 19/16 A2989 RMK AO2 SLP118  T01890161
2023-10-07 07:47:00,METAR KCQT 071447Z AUTO 00000KT 7SM CLR 20/17 A2990 RMK AO2 SLP121  T02000172 51011
2023-10-07 08:47:00,KCQT 071547Z AUTO 00000KT 7SM CLR 22/17 A2991 RMK AO2 SLP125  T02220167
2023-10-07 09:47:00,METAR KCQT 071647Z AUTO 00000KT 8SM CLR 25/17 A2991 RMK AO2 SLP127  T02500172
2023-10-07 10:47:00,METAR KCQT 071747Z AUTO 00000KT 7SM CLR 26/17 A2991 RMK AO2 SLP127  T02610172 10267 20183 51006
2023-10-07 11:19:00,SPECI KCQT 071819Z AUTO 00000KT 1 1/4SM HZ CLR 27/17 A2991 RMK AO2 T02720167 $
2023-10-07 11:27:00,KCQT 071827Z AUTO 00000KT 7SM CLR 28/16 A2991 RMK AO2 T02780161
2023-10-07 11:47:00,METAR KCQT 071847Z AUTO 00000KT 8SM CLR 27/17 A2991 RMK AO2 SLP124  T02720167
2023-10-07 12:47:00,KCQT 071947Z AUTO 00000KT 9SM CLR 29/16 A2988 RMK AO2 SLP116  T02940156
2023-10-07 13:47:00,KCQT 072047Z AUTO 00000KT 10SM CLR 31/14 A2985 RMK AO2 SLP104  T03060144 58022
2023-10-07 14:47:00,METAR KCQT 072147Z AUTO 26004KT 10SM CLR 31/16 A2983 RMK AO2 SLP098  T03110161
2023-10-07 15:47:00,METAR KCQT 072247Z AUTO VRB04KT 10SM CLR 30/16 A2982 RMK AO2 SLP095  T03000156
2023-10-07 16:47:00,METAR KCQT 072347Z AUTO 27004KT 10SM CLR 28/13 A2981 RMK AO2 SLP093  T02830128 10317 20261 56012
2023-10-07 17:47:00,METAR KCQT 080047Z AUTO 26004KT 10SM CLR 24/15 A2983 RMK AO2 SLP099  T02440150
2023-10-07 18:47:00,METAR KCQT 080147Z AUTO 27003KT 10SM CLR 22/16 A2985 RMK AO2 SLP106  T02170156
2023-10-07 19:47:00,METAR KCQT 080247Z AUTO 00000KT 10SM CLR 21/16 A2985 RMK AO2 SLP107  T02060156 51013
2023-10-07 20:47:00,METAR KCQT 080347Z AUTO 00000KT 10SM CLR 21/16 A2987 RMK AO2 SLP111  T02060161
2023-10-07 21:47:00,METAR KCQT 080447Z AUTO 00000KT 10SM CLR 20/17 A2988 RMK AO2 SLP115  T02000167
2023-10-07 22:47:00,METAR KCQT 080547Z AUTO 00000KT 8SM CLR 19/17 A2989 RMK AO2 SLP120  T01940167 10283 20194 53013
2023-10-07 23:47:00,METAR KCQT 080647Z AUTO 00000KT 7SM CLR 19/17 A2990 RMK AO2 SLP123  T01940172
2023-10-08 00:47:00,METAR KCQT 080747Z AUTO 00000KT 8SM CLR 20/17 A2990 RMK AO2 SLP121  T02000172 403170183
2023-10-08 01:47:00,METAR KCQT 080847Z AUTO 00000KT 10SM CLR 21/17 A2990 RMK AO2 SLP120  T02060167 50001
2023-10-08 02:47:00,METAR KCQT 080947Z AUTO 00000KT 8SM CLR 19/17 A2989 RMK AO2 SLP117  T01940167
2023-10-08 03:47:00,METAR KCQT 081047Z AUTO 00000KT 8SM CLR 19/16 A2988 RMK AO2 SLP113  T01940161
2023-10-08 04:47:00,METAR KCQT 081147Z AUTO 00000KT 8SM CLR 19/16 A2988 RMK AO2 SLP115  T01940161 10206 20194 55006
2023-10-08 05:47:00,METAR KCQT 081247Z AUTO 00000KT 7SM CLR 19/17 A2989 RMK AO2 SLP118  T01890167
2023-10-08 06:47:00,METAR KCQT 081347Z AUTO 00000KT 6SM BR CLR 18/16 A2989 RMK AO2 SLP120  T01830161
2023-10-08 07:47:00,METAR KCQT 081447Z AUTO 00000KT 8SM CLR 18/16 A2991 RMK AO2 SLP126  T01830161 53010
2023-10-08 08:47:00,METAR KCQT 081547Z AUTO 00000KT 10SM CLR 20/16 A2992 RMK AO2 SLP129  T02000161
2023-10-08 09:47:00,METAR KCQT 081647Z AUTO 00000KT 10SM CLR 23/17 A2992 RMK AO2 SLP130  T02280167
2023-10-08 10:47:00,METAR KCQT 081747Z AUTO 00000KT 10SM CLR 24/17 A2992 RMK AO2 SLP128  T02440167 10244 20178 50003
2023-10-08 11:47:00,METAR KCQT 081847Z AUTO 27004KT 10SM CLR 26/15 A2991 RMK AO2 SLP124  T02560150
2023-10-08 12:47:00,KCQT 081947Z AUTO 28004KT 10SM CLR 27/15 A2988 RMK AO2 SLP115  T02670150
2023-10-08 13:47:00,KCQT 082047Z AUTO 26006KT 10SM CLR 27/16 A2985 RMK AO2 SLP106  T02720156 58022
2023-10-08 14:47:00,METAR KCQT 082147Z AUTO VRB03KT 10SM CLR 26/15 A2984 RMK AO2 SLP102  T02610150
2023-10-08 15:47:00,METAR KCQT 082247Z AUTO 25004KT 10SM CLR 24/16 A2984 RMK AO2 SLP101  T02440156
2023-10-08 16:47:00,KCQT 082347Z AUTO 25004KT 10SM CLR 23/16 A2983 RMK AO2 SLP099  T02330161 10272 20233 56008
2023-10-08 17:47:00,KCQT 090047Z AUTO 00000KT 10SM CLR 22/17 A2983 RMK AO2 SLP098  T02170167
2023-10-08 18:47:00,METAR KCQT 090147Z AUTO 26005KT 8SM CLR 19/16 A2983 RMK AO2 SLP100  T01890161
2023-10-08 18:58:00,SPECI KCQT 090158Z AUTO 00000KT 8SM FEW006 19/17 A2983 RMK AO2 T01890167 $
2023-10-08 19:21:00,KCQT 090221Z AUTO 00000KT 7SM BKN005 19/17 A2983 RMK AO2 T01890167
2023-10-08 19:29:00,KCQT 090229Z AUTO 00000KT 8SM SCT006 19/17 A2983 RMK AO2 T01890167
2023-10-08 19:47:00,KCQT 090247Z AUTO 00000KT 8SM FEW006 19/17 A2984 RMK AO2 SLP102  T01890167 53002
2023-10-08 20:47:00,METAR KCQT 090347Z AUTO 00000KT 9SM CLR 19/17 A2985 RMK AO2 SLP106  T01890167
2023-10-08 21:47:00,METAR KCQT 090447Z AUTO 00000KT 6SM BR CLR 18/17 A2986 RMK AO2 SLP108  T01830167
2023-10-08 22:41:00,SPECI KCQT 090541Z AUTO 00000KT 2 1/2SM BR CLR 18/17 A2987 RMK AO2 T01780167 $
2023-10-08 22:47:00,KCQT 090547Z AUTO 00000KT 2SM BR FEW004 18/17 A2987 RMK AO2 SLP112  T01780167 10233 20178 52010
2023-10-08 22:57:00,KCQT 090557Z AUTO 00000KT 3SM BR BKN004 18/17 A2987 RMK AO2  T01780167
2023-10-08 23:14:00,SPECI KCQT 090614Z AUTO 00000KT 2 1/2SM BR OVC004 18/17 A2987 RMK AO2 T01780167 $
2023-10-08 23:47:00,METAR KCQT 090647Z AUTO 00000KT 2 1/2SM BR OVC003 18/17 A2987 RMK AO2  SLP112 T01780172
2023-10-08 23:54:00,SPECI KCQT 090654Z AUTO 00000KT 3SM BR OVC003 18/17 A2987 RMK AO2 T01780172 $
2023-10-09 00:04:00,SPECI KCQT 090704Z AUTO 00000KT 2 1/2SM BR OVC004 18/17 A2987 RMK AO2 T01780172 $
2023-10-09 00:47:00,METAR KCQT 090747Z AUTO 00000KT 3SM BR OVC003 18/17 A2987 RMK AO2 SLP111  T01780172 402720178
2023-10-09 01:47:00,METAR KCQT 090847Z AUTO 00000KT 3SM BR OVC004 18/17 A2987 RMK AO2 SLP112  T01780167 53001
2023-10-09 02:36:00,KCQT 090936Z AUTO 00000KT 2 1/2SM BR OVC004 18/17 A2986 RMK AO2  T01780167
2023-10-09 02:47:00,KCQT 090947Z AUTO 00000KT 2 1/2SM BR OVC004 17/17 A2986 RMK AO2  SLP107 T01720167
2023-10-09 03:25:00,SPECI KCQT 091025Z AUTO 00000KT 1 1/2SM BR OVC002 17/17 A2985 RMK AO2 T01720167 $
2023-10-09 03:47:00,METAR KCQT 091047Z AUTO 00000KT 1 1/2SM BR OVC002 17/17 A2985 RMK AO2  SLP107 T01720167
2023-10-09 04:47:00,KCQT 091147Z AUTO 00000KT 1 3/4SM BR OVC002 17/17 A2986 RMK AO2  SLP108 T01720167 10178 20172 55005
2023-10-09 05:26:00,SPECI KCQT 091226Z AUTO 00000KT 2SM BR OVC002 17/17 A2987 RMK AO2 T01720167 $
2023-10-09 05:47:00,KCQT 091247Z AUTO 00000KT 2 1/2SM BR OVC002 17/17 A2987 RMK AO2  SLP114 T01720167
2023-10-09 06:47:00,METAR KCQT 091347Z AUTO 00000KT 2 1/2SM BR OVC003 17/17 A2988 RMK AO2  SLP116 T01720167
2023-10-09 06:53:00,SPECI KCQT 091353Z AUTO 00000KT 3SM BR OVC003 17/17 A2987 RMK AO2 T01720167 $
2023-10-09 07:16:00,KCQT 091416Z AUTO 00000KT 2 1/2SM BR OVC005 17/17 A2988 RMK AO2  T01720167
2023-10-09 07:44:00,KCQT 091444Z AUTO 00000KT 1 3/4SM BR OVC005 17/17 A2988 RMK AO2  T01720167
2023-10-09 07:47:00,KCQT 091447Z AUTO 00000KT 1 3/4SM BR OVC005 17/17 A2989 RMK AO2  SLP119 T01720167 51010
2023-10-09 08:47:00,KCQT 091547Z AUTO 00000KT 2SM BR OVC006 18/17 A2989 RMK AO2 SLP119  T01830167
2023-10-09 09:38:00,SPECI KCQT 091638Z AUTO VRB03KT 2 1/2SM HZ SCT008 20/16 A2987 RMK AO2 T02000161 $
2023-10-09 09:47:00,METAR KCQT 091647Z AUTO 00000KT 2 1/2SM HZ FEW009 21/16 A2988 RMK AO2  SLP115 T02060161
2023-10-09 10:02:00,SPECI KCQT 091702Z AUTO 00000KT 3SM HZ CLR 22/16 A2988 RMK AO2 T02170161 $
2023-10-09 10:47:00,KCQT 091747Z AUTO 00000KT 3SM HZ CLR 23/16 A2987 RMK AO2 SLP114  T02280161 10228 20172 58004
2023-10-09 11:47:00,METAR KCQT 091847Z AUTO 00000KT 4SM HZ CLR 24/15 A2985 RMK AO2 SLP105  T02440150
2023-10-09 12:47:00,METAR KCQT 091947Z AUTO 25003KT 6SM HZ CLR 25/16 A2984 RMK AO2 SLP101  T02500161
2023-10-09 13:47:00,KCQT 092047Z AUTO 5SM HZ CLR 22/16 A2984 RMK AO2 SLP102 T02220156  56013
2023-10-09 14:47:00,METAR KCQT 092147Z AUTO 00000KT 10SM CLR 23/16 A2981 RMK AO2 SLP094  T02280156
2023-10-09 15:47:00,KCQT 092247Z AUTO 00000KT 10SM CLR 23/16 A2980 RMK AO2 SLP090  T02280156
