Date_Time,KVNY,KBUR,KCQT
2012-03-04 02:53:00,,33.75,
2012-03-04 03:47:00,,,25.73
2012-03-04 03:51:00,22.29,,
2012-03-04 03:53:00,,37.52,
2012-03-04 04:47:00,,,26.58
2012-03-04 04:51:00,17.62,,
2012-03-04 04:53:00,,39.93,
2012-03-04 05:47:00,,,29.88
2012-03-04 05:51:00,25.93,,
2012-03-04 05:53:00,,39.93,
2012-03-04 06:47:00,,,30.02
2012-03-04 06:51:00,11.8,,
2012-03-04 06:53:00,,44.12,
2012-03-04 07:47:00,,,23.38
2012-03-04 07:51:00,11.66,,
2012-03-04 07:53:00,,29.38,
2012-03-04 08:47:00,,,17.41
2012-03-04 08:51:00,10.71,,
2012-03-04 08:53:00,,21.31,
2012-03-04 09:47:00,,,16.8
2012-03-04 09:51:00,9.84,,
2012-03-04 09:53:00,,14.11,
2012-03-04 10:47:00,,,13.31
2012-03-04 10:51:00,8.9,,
2012-03-04 10:53:00,,11.3,
2012-03-04 11:47:00,,,11.84
2012-03-04 11:51:00,8.53,,
2012-03-04 11:53:00,,10.29,
2012-03-04 12:47:00,,,10.61
2012-03-04 12:51:00,8.23,,
2012-03-04 12:53:00,,9.29,
2012-03-04 13:47:00,,,9.85
2012-03-04 13:51:00,7.63,,
2012-03-04 13:53:00,,8.71,
2012-03-04 14:47:00,,,10.82
2012-03-04 14:51:00,7.73,,
2012-03-04 14:53:00,,8.32,
2012-03-04 15:47:00,,,11.94
2012-03-04 15:51:00,7.73,,
2012-03-04 15:53:00,,8.32,
2012-03-04 16:47:00,,,12.06
2012-03-04 16:51:00,7.55,,
2012-03-04 16:53:00,,10.14,
2012-03-04 17:47:00,,,13.82
2012-03-04 17:51:00,8.67,,
2012-03-04 17:53:00,,12.5,
2012-03-04 18:47:00,,,18.49
2012-03-04 18:51:00,13.58,,
2012-03-04 18:53:00,,13.21,
2012-03-04 19:47:00,,,23.28
2012-03-04 19:51:00,15.55,,
2012-03-04 19:53:00,,19.18,
2012-03-04 20:47:00,,,32.89
2012-03-04 20:51:00,20.24,,
2012-03-04 20:53:00,,23.12,
2012-03-04 21:47:00,,,36.71
2012-03-04 21:51:00,17.24,,
2012-03-04 21:53:00,,21.31,
2012-03-04 22:47:00,,,40.77
2012-03-04 22:51:00,21.52,,
2012-03-04 22:53:00,,24.44,
2012-03-04 23:47:00,,,32.19
2012-03-04 23:51:00,29.2,,
2012-03-04 23:53:00,,31.86,
2012-03-05 00:47:00,,,25.69
2012-03-05 00:51:00,32.78,,
2012-03-05 00:53:00,,34.41,
2012-03-05 01:47:00,,,33.44
2012-03-05 01:51:00,36.96,,
2012-03-05 01:53:00,,32.93,
2012-03-05 02:47:00,,,37.38
2012-03-05 02:51:00,40.05,,
2012-03-05 02:53:00,,35.55,
2012-03-05 03:47:00,,,28.78
2012-03-05 03:51:00,42.58,,
2012-03-05 03:53:00,,28.77,
2012-03-05 04:47:00,,,40.56
2012-03-05 04:51:00,41.38,,
2012-03-05 04:53:00,,38.34,
2012-03-05 05:47:00,,,41.71
2012-03-05 05:51:00,43.04,,
2012-03-05 05:53:00,,43.22,
2012-03-05 06:47:00,,,45.59
2012-03-05 06:51:00,48.16,,
2012-03-05 06:53:00,,43.22,
2012-03-05 07:47:00,,,39.35
2012-03-05 07:51:00,34.52,,
2012-03-05 07:53:00,,28.78,
2012-03-05 08:47:00,,,28.52
2012-03-05 08:51:00,23.12,,
2012-03-05 08:53:00,,26.18,
2012-03-05 09:47:00,,,21.11
2012-03-05 09:51:00,16.8,,
2012-03-05 09:53:00,,17.95,
2012-03-05 10:47:00,,,18.49
2012-03-05 10:51:00,12.5,,
2012-03-05 10:53:00,,16.19,
2012-03-05 11:47:00,,,18.11
2012-03-05 11:51:00,13.11,,
2012-03-05 11:53:00,,14.2,
2012-03-05 12:47:00,,,16.74
2012-03-05 12:51:00,12.29,,
2012-03-05 12:53:00,,12.26,
2012-03-05 13:47:00,,,30.09
2012-03-05 13:51:00,13.34,,
2012-03-05 13:53:00,,14.88,
2012-03-05 14:47:00,,,30.86
2012-03-05 14:51:00,13.95,,
2012-03-05 14:53:00,,20.47,
2012-03-05 15:47:00,,,31.85
2012-03-05 15:51:00,15.44,,
2012-03-05 15:53:00,,18.92,
2012-03-05 16:47:00,,,31.16
2012-03-05 16:51:00,15.18,,
2012-03-05 16:53:00,,20.78,
2012-03-05 17:47:00,,,37.36
2012-03-05 17:51:00,21.9,,
2012-03-05 17:53:00,,27.63,
2012-03-05 18:47:00,,,48.21
2012-03-05 18:51:00,26.18,,
2012-03-05 18:53:00,,27.32,
2012-03-05 19:47:00,,,55.56
2012-03-05 19:51:00,27.17,,
2012-03-05 19:53:00,,38.45,
2012-03-05 20:47:00,,,74.88
2012-03-05 20:51:00,30.03,,
2012-03-05 20:53:00,,41.21,
2012-03-05 21:47:00,,,80.42
2012-03-05 21:51:00,43.87,,
2012-03-05 21:53:00,,53.68,
2012-03-05 22:47:00,,,92.97
2012-03-05 22:51:00,53.39,,
2012-03-05 22:53:00,,54.89,
2012-03-05 23:24:00,,,87.57
2012-03-05 23:38:00,,,93.55
2012-03-05 23:47:00,,,92.94
2012-03-05 23:51:00,59.6,,
2012-03-05 23:53:00,,57.45,
2012-03-06 00:00:00,,,93.55
2012-03-06 00:12:00,,,100.0
2012-03-06 00:22:00,,,93.55
2012-03-06 00:26:00,,,93.55
2012-03-06 00:39:00,,,100.0
2012-03-06 00:47:00,,,100.0
2012-03-06 00:51:00,58.91,,
2012-03-06 00:52:00,,,93.55
2012-03-06 00:53:00,,63.74,
2012-03-06 01:28:00,,,93.55
2012-03-06 01:40:00,,,93.55
2012-03-06 01:47:00,,,96.07
2012-03-06 01:51:00,58.63,,
2012-03-06 01:53:00,,66.3,
2012-03-06 02:26:00,,,100.0
2012-03-06 02:37:00,,,100.0
2012-03-06 02:47:00,,,96.73
2012-03-06 02:51:00,65.81,,
2012-03-06 02:53:00,,85.68,
2012-03-06 03:02:00,,,100.0
2012-03-06 03:06:00,,93.45,
2012-03-06 03:10:00,,100.0,
2012-03-06 03:17:00,,100.0,
2012-03-06 03:29:00,,,93.6
2012-03-06 03:47:00,,,89.96
2012-03-06 03:49:00,,100.0,
2012-03-06 03:51:00,82.74,,
2012-03-06 03:53:00,,96.69,
2012-03-06 04:34:00,93.45,,
2012-03-06 04:43:00,93.45,,
2012-03-06 04:47:00,,,82.95
2012-03-06 04:51:00,92.75,,
2012-03-06 04:53:00,,92.84,
2012-03-06 05:00:00,87.28,,
2012-03-06 05:35:00,,87.38,
2012-03-06 05:47:00,,,79.65
2012-03-06 05:51:00,86.2,,
2012-03-06 05:53:00,,85.68,
2012-03-06 06:47:00,,,79.65
2012-03-06 06:51:00,82.82,,
2012-03-06 06:53:00,,82.82,
2012-03-06 07:47:00,,,77.07
2012-03-06 07:51:00,74.3,,
2012-03-06 07:53:00,,82.82,
2012-03-06 08:38:00,,,76.52
2012-03-06 08:47:00,,,74.1
2012-03-06 08:51:00,74.3,,
2012-03-06 08:53:00,,79.49,
2012-03-06 09:47:00,,,71.72
2012-03-06 09:51:00,71.41,,
2012-03-06 09:53:00,,76.99,
2012-03-06 10:47:00,,,74.69
2012-03-06 10:51:00,64.3,,
2012-03-06 10:53:00,,71.51,
2012-03-06 11:29:00,,,71.85
2012-03-06 11:47:00,,,69.55
2012-03-06 11:51:00,59.87,,
2012-03-06 11:52:00,,,71.85
2012-03-06 11:53:00,,69.32,
2012-03-06 12:23:00,,67.15,
2012-03-06 12:30:00,,71.66,
2012-03-06 12:33:00,,,67.15
2012-03-06 12:47:00,,,59.61
2012-03-06 12:51:00,59.33,,
2012-03-06 12:53:00,,66.54,
2012-03-06 13:21:00,,,62.72
2012-03-06 13:24:00,62.48,,
2012-03-06 13:26:00,,,62.72
2012-03-06 13:28:00,,62.48,
2012-03-06 13:31:00,,,62.72
2012-03-06 13:47:00,,,69.32
2012-03-06 13:51:00,61.84,,
2012-03-06 13:53:00,,68.75,
2012-03-06 14:13:00,62.72,,
2012-03-06 14:30:00,,66.93,
2012-03-06 14:42:00,,,62.72
2012-03-06 14:47:00,,,61.96
2012-03-06 14:51:00,61.84,,
2012-03-06 14:53:00,,66.3,
2012-03-06 15:06:00,,,62.72
2012-03-06 15:27:00,,,47.46
2012-03-06 15:47:00,,,52.92
2012-03-06 15:51:00,54.97,,
2012-03-06 15:53:00,,61.43,
2012-03-06 16:47:00,,,63.74
2012-03-06 16:51:00,54.97,,
2012-03-06 16:53:00,,63.48,
2012-03-06 17:47:00,,,64.04
2012-03-06 17:51:00,60.88,,
2012-03-06 17:53:00,,66.05,
2012-03-06 18:47:00,,,64.04
2012-03-06 18:51:00,48.16,,
2012-03-06 18:53:00,,63.34,
2012-03-06 19:17:00,29.79,,
2012-03-06 19:47:00,,,61.43
2012-03-06 19:51:00,27.9,,
2012-03-06 19:53:00,,29.37,
2012-03-06 20:47:00,,,29.7
2012-03-06 20:51:00,25.61,,
2012-03-06 20:53:00,,27.9,
2012-03-06 21:47:00,,,23.04
2012-03-06 21:51:00,21.37,,
2012-03-06 21:53:00,,21.37,
2012-03-06 22:47:00,,,24.76
2012-03-06 22:51:00,23.33,,
2012-03-06 22:53:00,,24.28,
2012-03-06 23:47:00,,,23.64
2012-03-06 23:51:00,25.12,,
2012-03-06 23:53:00,,25.46,
2012-03-07 00:47:00,,,22.73
2012-03-07 00:51:00,21.93,,
2012-03-07 00:53:00,,23.95,
2012-03-07 01:47:00,,,22.41
2012-03-07 01:51:00,21.06,,
2012-03-07 01:53:00,,23.96,
2012-03-07 02:47:00,,,23.33
2012-03-07 02:51:00,23.63,,
2012-03-07 02:53:00,,23.96,
2012-03-07 03:47:00,,,22.24
2012-03-07 03:51:00,23.96,,
2012-03-07 03:53:00,,24.94,
2012-03-07 04:47:00,,,22.24
2012-03-07 04:51:00,24.79,,
2012-03-07 04:53:00,,24.94,
2012-03-07 05:47:00,,,24.28
2012-03-07 05:51:00,25.83,,
2012-03-07 05:53:00,,26.88,
2012-03-07 06:47:00,,,21.2
2012-03-07 06:51:00,24.47,,
2012-03-07 06:53:00,,21.63,
2012-03-07 07:47:00,,,20.53
2012-03-07 07:51:00,23.63,,
2012-03-07 07:53:00,,18.34,
2012-03-07 08:47:00,,,16.11
2012-03-07 08:51:00,13.5,,
2012-03-07 08:53:00,,12.44,
2012-03-07 09:47:00,,,12.04
2012-03-07 09:51:00,10.99,,
2012-03-07 09:53:00,,10.53,
2012-03-07 10:47:00,,,11.65
2012-03-07 10:51:00,9.9,,
2012-03-07 10:53:00,,11.42,
2012-03-07 11:47:00,,,12.51
2012-03-07 11:51:00,8.87,,
2012-03-07 11:53:00,,9.7,
2012-03-07 12:47:00,,,11.34
2012-03-07 12:51:00,7.92,,
2012-03-07 12:53:00,,9.84,
2012-03-07 13:47:00,,,13.16
2012-03-07 13:51:00,8.14,,
2012-03-07 13:53:00,,9.94,
2012-03-07 14:47:00,,,17.08
2012-03-07 14:51:00,7.89,,
2012-03-07 14:53:00,,15.08,
2012-03-07 15:26:00,16.01,,
2012-03-07 15:47:00,,,27.96
2012-03-07 15:51:00,17.9,,
2012-03-07 15:53:00,,19.66,
2012-03-07 16:47:00,,,32.6
2012-03-07 16:51:00,22.76,,
2012-03-07 16:53:00,,31.41,
2012-03-07 17:47:00,,,46.6
2012-03-07 17:51:00,36.63,,
2012-03-07 17:53:00,,42.58,
2012-03-07 18:47:00,,,56.59
2012-03-07 18:51:00,40.87,,
2012-03-07 18:53:00,,49.8,
2012-03-07 19:47:00,,,58.5
2012-03-07 19:51:00,51.84,,
2012-03-07 19:53:00,,56.14,
2012-03-07 20:47:00,,,63.08
2012-03-07 20:51:00,58.32,,
2012-03-07 20:53:00,,58.06,
2012-03-07 21:47:00,,,65.81
2012-03-07 21:51:00,58.32,,
2012-03-07 21:53:00,,43.79,
2012-03-07 22:47:00,,,68.51
2012-03-07 22:51:00,57.77,,
2012-03-07 22:53:00,,43.31,
2012-03-07 23:47:00,,,65.42
2012-03-07 23:51:00,59.62,,
2012-03-07 23:53:00,,46.87,
2012-03-08 00:47:00,,,65.31
2012-03-08 00:51:00,64.33,,
2012-03-08 00:53:00,,39.34,
2012-03-08 01:47:00,,,68.04
2012-03-08 01:51:00,62.02,,
2012-03-08 01:53:00,,39.34,
2012-03-08 02:47:00,,,65.31
2012-03-08 02:51:00,54.94,,
2012-03-08 02:53:00,,41.49,
2012-03-08 03:47:00,,,59.62
2012-03-08 03:51:00,50.41,,
2012-03-08 03:53:00,,40.72,
2012-03-08 04:47:00,,,67.2
2012-03-08 04:51:00,50.59,,
2012-03-08 04:53:00,,50.41,
2012-03-08 05:47:00,,,67.2
2012-03-08 05:51:00,42.46,,
2012-03-08 05:53:00,,49.89,
2012-03-08 06:47:00,,,64.92
2012-03-08 06:51:00,50.41,,
2012-03-08 06:53:00,,39.18,
2012-03-08 07:47:00,,,49.8
2012-03-08 07:51:00,15.73,,
2012-03-08 07:53:00,,29.49,
2012-03-08 08:47:00,,,30.48
2012-03-08 08:51:00,19.21,,
2012-03-08 08:53:00,,20.62,
2012-03-08 09:47:00,,,15.84
2012-03-08 09:51:00,12.28,,
2012-03-08 09:53:00,,13.93,
2012-03-08 10:47:00,,,12.86
2012-03-08 10:51:00,10.01,,
2012-03-08 10:53:00,,11.32,
2012-03-08 11:47:00,,,11.46
2012-03-08 11:51:00,6.89,,
2012-03-08 11:53:00,,10.5,
2012-03-08 12:47:00,,,11.58
2012-03-08 12:51:00,6.58,,
2012-03-08 12:53:00,,10.22,
2012-03-08 13:47:00,,,12.05
2012-03-08 13:51:00,5.83,,
2012-03-08 13:53:00,,11.81,
2012-03-08 14:47:00,,,11.05
2012-03-08 14:51:00,5.55,,
2012-03-08 14:53:00,,10.83,
2012-03-08 15:47:00,,,15.26
2012-03-08 15:51:00,7.59,,
2012-03-08 15:53:00,,11.46,
2012-03-08 16:47:00,,,16.46
2012-03-08 16:51:00,11.05,,
2012-03-08 16:53:00,,11.32,
2012-03-08 17:47:00,,,18.46
2012-03-08 17:51:00,13.77,,
2012-03-08 17:53:00,,14.32,
2012-03-08 18:47:00,,,23.24
2012-03-08 18:51:00,15.34,,
2012-03-08 18:53:00,,16.07,
2012-03-08 19:47:00,,,28.1
2012-03-08 19:51:00,19.5,,
2012-03-08 19:53:00,,22.94,
2012-03-08 20:47:00,,,36.87
2012-03-08 20:51:00,23.66,,
2012-03-08 20:53:00,,23.34,
2012-03-08 21:47:00,,,28.13
2012-03-08 21:51:00,29.88,,
2012-03-08 21:53:00,,25.07,
2012-03-08 22:47:00,,,24.75
2012-03-08 22:51:00,31.07,,
2012-03-08 22:53:00,,29.32,
2012-03-08 23:47:00,,,32.45
2012-03-08 23:51:00,30.69,,
2012-03-08 23:53:00,,25.76,
2012-03-09 00:47:00,,,37.85
2012-03-09 00:51:00,38.94,,
2012-03-09 00:53:00,,27.9,
2012-03-09 01:47:00,,,39.38
2012-03-09 01:51:00,35.96,,
2012-03-09 01:53:00,,22.72,
2012-03-09 02:47:00,,,42.25
2012-03-09 02:51:00,32.9,,
2012-03-09 02:53:00,,29.49,
2012-03-09 03:47:00,,,38.94
2012-03-09 03:51:00,28.86,,
2012-03-09 03:53:00,,38.09,
2012-03-09 04:47:00,,,44.12
2012-03-09 04:51:00,31.26,,
2012-03-09 04:53:00,,27.75,
2012-03-09 05:47:00,,,45.63
2012-03-09 05:51:00,27.72,,
2012-03-09 05:53:00,,31.08,
2012-03-09 06:37:00,12.39,,
2012-03-09 06:47:00,,,43.97
2012-03-09 06:51:00,12.01,,
2012-03-09 06:53:00,,31.26,
2012-03-09 07:47:00,,,20.26
2012-03-09 07:51:00,11.01,,
2012-03-09 07:53:00,,23.95,
2012-03-09 08:47:00,,,15.26
2012-03-09 08:51:00,10.5,,
2012-03-09 08:53:00,,14.75,
2012-03-09 09:47:00,,,12.04
2012-03-09 09:51:00,8.95,,
2012-03-09 09:53:00,,13.34,
2012-03-09 10:47:00,,,11.94
2012-03-09 10:51:00,8.01,,
2012-03-09 10:53:00,,9.16,
2012-03-09 11:47:00,,,7.95
2012-03-09 11:51:00,8.48,,
2012-03-09 11:53:00,,8.48,
2012-03-09 12:47:00,,,9.09
2012-03-09 12:51:00,7.29,,
2012-03-09 12:53:00,,8.59,
2012-03-09 13:47:00,,,9.9
2012-03-09 13:51:00,6.6,,
2012-03-09 13:53:00,,8.93,
2012-03-09 14:47:00,,,11.09
2012-03-09 14:51:00,6.04,,
2012-03-09 14:53:00,,9.36,
2012-03-09 15:47:00,,,11.71
2012-03-09 15:51:00,5.23,,
2012-03-09 15:53:00,,9.99,
2012-03-09 16:47:00,,,14.11
2012-03-09 16:51:00,5.31,,
2012-03-09 16:53:00,,10.23,
2012-03-09 17:47:00,,,18.34
2012-03-09 17:51:00,10.93,,
2012-03-09 17:53:00,,11.46,
2012-03-09 18:47:00,,,25.07
2012-03-09 18:51:00,13.1,,
2012-03-09 18:53:00,,14.26,
2012-03-09 19:47:00,,,28.03
2012-03-09 19:51:00,15.84,,
2012-03-09 19:53:00,,16.46,
2012-03-09 20:47:00,,,32.57
2012-03-09 20:51:00,16.2,,
2012-03-09 20:53:00,,20.56,
2012-03-09 21:47:00,,,33.44
2012-03-09 21:51:00,15.86,,
2012-03-09 21:53:00,,20.92,
2012-03-09 22:47:00,,,29.7
2012-03-09 22:51:00,16.46,,
2012-03-09 22:53:00,,23.35,
2012-03-09 23:47:00,,,37.29
2012-03-09 23:51:00,12.86,,
2012-03-09 23:53:00,,25.09,
2012-03-10 00:47:00,,,40.05
2012-03-10 00:51:00,13.41,,
2012-03-10 00:53:00,,24.78,
2012-03-10 01:47:00,,,38.19
2012-03-10 01:51:00,11.01,,
2012-03-10 01:53:00,,19.38,
2012-03-10 02:47:00,,,38.0
2012-03-10 02:51:00,11.01,,
2012-03-10 02:53:00,,18.76,
2012-03-10 03:47:00,,,42.71
2012-03-10 03:51:00,20.46,,
2012-03-10 03:53:00,,30.36,
2012-03-10 04:47:00,,,27.81
2012-03-10 04:51:00,22.15,,
2012-03-10 04:53:00,,34.18,
2012-03-10 05:47:00,,,28.92
2012-03-10 05:51:00,30.36,,
2012-03-10 05:53:00,,35.35,
2012-03-10 06:47:00,,,49.8
2012-03-10 06:51:00,37.33,,
2012-03-10 06:53:00,,27.29,
2012-03-10 07:47:00,,,32.93
2012-03-10 07:51:00,26.58,,
2012-03-10 07:53:00,,22.94,
2012-03-10 08:47:00,,,26.51
2012-03-10 08:51:00,20.72,,
